sim,Strategy,Cost,QALYs,NMB
181,MenACWY_MenB,20632.561821647032,4311.776378186133,215568186.347485
181,MenABCWY,6662.443063133921,4311.776378186133,215582156.4662435
182,MenC,2248.76412703439,4568.450785150698,228420290.49340785
182,MenACWY,5402.02442650909,4568.450785150698,228417137.23310837
182,MenACWY_MenB,19455.260826738446,4568.450785150698,228403083.99670815
182,MenABCWY,7178.008949900203,4568.450785150698,228415361.248585
183,MenC,2480.9691855692035,4405.0433910208585,220249688.58185735
183,MenACWY,4941.25317388918,4405.0433910208585,220247228.29786903
183,MenACWY_MenB,20923.896693066967,4405.0433910208585,220231245.65434983
183,MenABCWY,6825.321255628099,4405.0433910208585,220245344.2297873
184,MenC,2338.452937517839,4205.338176693319,210264570.38172844
184,MenACWY,5416.565353098594,4205.338176693319,210261492.26931286
184,MenACWY_MenB,19007.372497190263,4205.338176693319,210247901.46216875
184,MenABCWY,7009.891749230978,4205.338176693319,210259898.94291672
185,MenC,2783.6999593016244,4298.245699484992,214909501.2742903
185,MenACWY,5332.795441518538,4298.245699484992,214906952.1788081
185,MenACWY_MenB,21390.320913527506,4298.245699484992,214890894.65333608
185,MenABCWY,6107.845406225692,4298.245699484992,214906177.12884337
186,MenC,2520.245005825974,3603.731369924781,180184048.25123325
186,MenACWY,5241.469120881332,3603.731369924781,180181327.02711818
186,MenACWY_MenB,21852.878157542073,3603.731369924781,180164715.6180815
186,MenABCWY,6712.669370056655,3603.731369924781,180179855.826869
187,MenC,2556.126963639811,3820.0572790516994,191000307.82562134
187,MenACWY,5025.61207920848,3820.0572790516994,190997838.34050578
187,MenACWY_MenB,22616.138711158903,3820.0572790516994,190980247.81387383
187,MenABCWY,6133.095352831335,3820.0572790516994,190996730.85723215
188,MenC,2541.549519916373,3955.2736800579182,197761142.453376
188,MenACWY,5353.725983864792,3955.2736800579182,197758330.27691206
188,MenACWY_MenB,19909.417324180387,3955.2736800579182,197743774.58557174
188,MenABCWY,7328.7069764408925,3955.2736800579182,197756355.29591948
189,MenC,2696.0836907060434,4563.141097288652,228154358.78074193
189,MenACWY,4861.956469682577,4563.141097288652,228152192.90796295
189,MenACWY_MenB,19560.76761378589,4563.141097288652,228137494.09681883
189,MenABCWY,6478.933340012901,4563.141097288652,228150575.93109262
190,MenC,2603.862654212583,4446.257539463127,222310273.11050212
190,MenACWY,4785.5642795898475,4446.257539463127,222308091.40887675
190,MenACWY_MenB,22298.888107337985,4446.257539463127,222290578.085049
190,MenABCWY,7639.292800479277,4446.257539463127,222305237.68035585
191,MenC,2632.5654389234105,4457.345825405012,222864658.70481166
191,MenACWY,4718.402121003072,4457.345825405012,222862572.86812958
191,MenACWY_MenB,20992.749942623566,4457.345825405012,222846298.52030796
191,MenABCWY,7396.055510549758,4457.345825405012,222859895.21474004
192,MenC,2440.779604190859,4655.883757317015,232791747.08624655
192,MenACWY,5467.707020872942,4655.883757317015,232788720.15882987
192,MenACWY_MenB,19940.552069062098,4655.883757317015,232774247.31378168
192,MenABCWY,6521.490158857418,4655.883757317015,232787666.3756919
193,MenC,2744.5402411180225,4641.505745018255,232072542.71067163
193,MenACWY,5277.766596681072,4641.505745018255,232070009.48431608
193,MenACWY_MenB,22119.59560658937,4641.505745018255,232053167.65530616
193,MenABCWY,6203.005907086033,4641.505745018255,232069084.24500567
194,MenC,2505.045163855358,4187.311836775548,209363086.79361352
194,MenACWY,4966.1491939685175,4187.311836775548,209360625.68958342
194,MenACWY_MenB,20954.387240019623,4187.311836775548,209344637.45153737
194,MenABCWY,7261.698883933431,4187.311836775548,209358330.13989347
195,MenC,2574.5031501653452,4273.835547956126,213689202.89465612
195,MenACWY,5081.775917613396,4273.835547956126,213686695.62188867
195,MenACWY_MenB,21403.452963359327,4273.835547956126,213670373.94484293
195,MenABCWY,6170.061105811328,4273.835547956126,213685607.33670047
196,MenC,2565.5008069628193,4250.093734962468,212502121.24731645
196,MenACWY,5265.056380796316,4250.093734962468,212499421.6917426
196,MenACWY_MenB,18920.60897422979,4250.093734962468,212485766.1391492
196,MenABCWY,6723.977418333569,4250.093734962468,212497962.77070507
197,MenC,2520.881689488969,4138.776684009224,206936313.3187717
197,MenACWY,5343.019753962037,4138.776684009224,206933491.18070722
197,MenACWY_MenB,19935.441277394504,4138.776684009224,206918898.7591838
197,MenABCWY,7183.492868114435,4138.776684009224,206931650.70759305
198,MenC,2380.2338992239397,4194.459502357392,209720594.88397035
198,MenACWY,4811.592787309533,4194.459502357392,209718163.5250823
198,MenACWY_MenB,20644.54151948241,4194.459502357392,209702330.5763501
198,MenABCWY,7003.443237108117,4194.459502357392,209715971.6746325
199,MenC,2240.695715481934,4364.564727046828,218225995.65662593
199,MenACWY,5124.2074075400415,4364.564727046828,218223112.14493388
199,MenACWY_MenB,18768.672142412117,4364.564727046828,218209467.680199
199,MenABCWY,6459.887963041393,4364.564727046828,218221776.4643784
200,MenC,2503.542512553402,4311.6134924420185,215578171.07958835
200,MenACWY,5355.251561911288,4311.6134924420185,215575319.370539
200,MenACWY_MenB,20942.120970046024,4311.6134924420185,215559732.50113088
200,MenABCWY,6602.996106079371,4311.6134924420185,215574071.62599483
201,MenC,2599.834851325085,4527.016119739919,226348206.15214464
201,MenACWY,5263.487120841143,4527.016119739919,226345542.49987513
201,MenACWY_MenB,22841.45132836793,4527.016119739919,226327964.5356676
201,MenABCWY,7596.761653089237,4527.016119739919,226343209.22534287
202,MenC,2514.7591693261847,4261.127599106848,213053865.19617304
202,MenACWY,5438.171988351183,4261.127599106848,213050941.78335404
202,MenACWY_MenB,20995.560621119894,4261.127599106848,213035384.39472127
202,MenABCWY,6739.001104916131,4261.127599106848,213049640.95423746
203,MenC,2479.607315781972,4530.1448996866875,226504765.3770186
203,MenACWY,5163.832294906636,4530.1448996866875,226502081.15203947
203,MenACWY_MenB,21146.733375002717,4530.1448996866875,226486098.25095937
203,MenABCWY,7177.291544813019,4530.1448996866875,226500067.69278955
204,MenC,2408.914543569604,4201.894003959043,210092291.2834086
204,MenACWY,5436.997604583412,4201.894003959043,210089263.2003476
204,MenACWY_MenB,20730.192025381886,4201.894003959043,210073970.0059268
204,MenABCWY,6743.637307033644,4201.894003959043,210087956.56064513
205,MenC,2616.2848378058447,4321.504381651776,216072602.797751
205,MenACWY,5398.841498678218,4321.504381651776,216069820.24109015
205,MenACWY_MenB,21327.29990777741,4321.504381651776,216053891.78268105
205,MenABCWY,6716.627212663765,4321.504381651776,216068502.45537615
206,MenC,2343.5485092164386,4363.517952168187,218173554.05990013
206,MenACWY,5374.150039474871,4363.517952168187,218170523.45836988
206,MenACWY_MenB,17760.171474263454,4363.517952168187,218158137.43693507
206,MenABCWY,7036.935490683118,4363.517952168187,218168860.67291865
207,MenC,2750.1923236664143,2911.251284798411,145559814.04759687
207,MenACWY,5043.20828567258,2911.251284798411,145557521.03163487
207,MenACWY_MenB,21547.710937943593,2911.251284798411,145541016.52898258
207,MenABCWY,7235.498557115617,2911.251284798411,145555328.7413634
208,MenC,2591.128213656297,4122.045887974876,206099703.27053013
208,MenACWY,5140.804633978756,4122.045887974876,206097153.5941098
208,MenACWY_MenB,20073.75639464901,4122.045887974876,206082220.64234912
208,MenABCWY,6982.36008511021,4122.045887974876,206095312.03865868
209,MenC,2686.503960868081,4427.73385405792,221384006.19893515
209,MenACWY,5400.545424975428,4427.73385405792,221381292.15747106
209,MenACWY_MenB,20411.10543354016,4427.73385405792,221366281.59746248
209,MenABCWY,6193.446060004735,4427.73385405792,221380499.25683603
210,MenC,2539.272774147934,4216.169925856164,210805957.02003404
210,MenACWY,5247.4358200217675,4216.169925856164,210803248.8569882
210,MenACWY_MenB,20142.86391134926,4216.169925856164,210788353.42889684
210,MenABCWY,7239.426089882197,4216.169925856164,210801256.86671832
211,MenC,2665.9115793678616,4287.572232917887,214375945.73431498
211,MenACWY,5069.331453135073,4287.572232917887,214373542.3144412
211,MenACWY_MenB,22224.288903209264,4287.572232917887,214356387.35699114
211,MenABCWY,6843.742471589765,4287.572232917887,214371767.90342277
212,MenC,2384.640392766733,3422.0729945846124,171101265.08883783
212,MenACWY,5164.658033276713,3422.0729945846124,171098485.07119733
212,MenACWY_MenB,20060.08640657803,3422.0729945846124,171083589.64282402
212,MenABCWY,7183.1276692938245,3422.0729945846124,171096466.6015613
213,MenC,2589.841337002983,4352.993805540736,217647100.4356998
213,MenACWY,5076.9885211118835,4352.993805540736,217644613.2885157
213,MenACWY_MenB,19018.788376316486,4352.993805540736,217630671.48866045
213,MenABCWY,6737.854944080656,4352.993805540736,217642952.4220927
214,MenC,2502.564499304198,4235.854611114666,211790227.99123397
214,MenACWY,5252.124925338992,4235.854611114666,211787478.43080795
214,MenACWY_MenB,21549.253872318714,4235.854611114666,211771181.301861
214,MenABCWY,7603.811726670281,4235.854611114666,211785126.74400663
215,MenC,2295.5184005644996,4208.049246847654,210400166.82398215
215,MenACWY,5310.275032612158,4208.049246847654,210397152.0673501
215,MenACWY_MenB,21798.976294706397,4208.049246847654,210380663.366088
215,MenABCWY,7501.696696346678,4208.049246847654,210394960.64568636
216,MenC,2514.298869648336,4341.686141978829,217081792.80007184
216,MenACWY,5504.250384557393,4341.686141978829,217078802.8485569
216,MenACWY_MenB,21029.605326547073,4341.686141978829,217063277.49361494
216,MenABCWY,6501.347250671496,4341.686141978829,217077805.7516908
217,MenC,2419.7460107340753,4136.927296581978,206843945.0830882
217,MenACWY,5023.8862411808295,4136.927296581978,206841340.94285774
217,MenACWY_MenB,20190.97594607827,4136.927296581978,206826173.85315284
217,MenABCWY,7361.512930179211,4136.927296581978,206839003.31616873
218,MenC,2475.9899612198296,4257.391496536146,212867098.8368461
218,MenACWY,4879.201869279297,4257.391496536146,212864695.62493804
218,MenACWY_MenB,20657.653400424995,4257.391496536146,212848917.1734069
218,MenABCWY,6129.749808082457,4257.391496536146,212863445.07699925
219,MenC,2497.3704461856432,4253.0624830336865,212650626.78123814
219,MenACWY,5129.577592898361,4253.0624830336865,212647994.5740914
219,MenACWY_MenB,19906.046403866418,4253.0624830336865,212633218.10528046
219,MenABCWY,7455.250818040126,4253.0624830336865,212645668.90086627
220,MenC,2443.922894426167,4508.613821245584,225428247.1393848
220,MenACWY,4810.402449401316,4508.613821245584,225425880.65982983
220,MenACWY_MenB,20702.247666750183,4508.613821245584,225409988.81461248
220,MenABCWY,6473.648811626066,4508.613821245584,225424217.4134676
221,MenC,2653.730346065696,3957.0172050965716,197848206.52448252
221,MenACWY,4551.5816782065285,3957.0172050965716,197846308.67315036
221,MenACWY_MenB,20527.63594340748,3957.0172050965716,197830332.61888516
221,MenABCWY,6740.147830419058,3957.0172050965716,197844120.10699815
222,MenC,2519.376246146576,4282.419786839225,214118469.96571508
222,MenACWY,5132.023691684814,4282.419786839225,214115857.31826955
222,MenACWY_MenB,20682.35278760666,4282.419786839225,214100306.98917362
222,MenABCWY,7314.1087447729915,4282.419786839225,214113675.23321646
223,MenC,2560.1789163424646,3924.590481400042,196226963.89108577
223,MenACWY,5552.184504154124,3924.590481400042,196223971.88549796
223,MenACWY_MenB,21887.95492464953,3924.590481400042,196207636.11507747
223,MenABCWY,7362.0657558157145,3924.590481400042,196222162.0042463
224,MenC,2468.7694680560403,4493.104550881521,224652758.774608
224,MenACWY,5127.770346467574,4493.104550881521,224650099.7737296
224,MenACWY_MenB,21182.101950685163,4493.104550881521,224634045.44212538
224,MenABCWY,6374.560791731953,4493.104550881521,224648852.98328432
225,MenC,2548.0976891849546,4454.825277356772,222738715.7701494
225,MenACWY,5344.1741421717825,4454.825277356772,222735919.6936964
225,MenACWY_MenB,19868.281435415545,4454.825277356772,222721395.58640316
225,MenABCWY,7524.701287542366,4454.825277356772,222733739.16655105
226,MenC,2690.8121286770597,4218.71098164786,210932858.27026433
226,MenACWY,4583.7720807257465,4218.71098164786,210930965.31031227
226,MenACWY_MenB,21655.11175637452,4218.71098164786,210913893.9706366
226,MenABCWY,6964.787646017666,4218.71098164786,210928584.29474697
227,MenC,2466.3667457383885,4229.7137910874,211483223.18762425
227,MenACWY,4772.887889169064,4229.735162812091,211481985.25271538
227,MenACWY_MenB,19417.457027235152,4229.735162812091,211467340.68357733
227,MenABCWY,6165.220717912369,4229.734381125113,211480553.83553773
228,MenC,2506.2347225001336,4436.596498827128,221827318.7066339
228,MenACWY,5278.4680846003885,4436.596498827128,221824546.4732718
228,MenACWY_MenB,20454.45751336075,4436.596498827128,221809370.48384303
228,MenABCWY,6560.32055878878,4436.596498827128,221823264.6207976
229,MenC,2683.7342299089387,4442.13867011149,222104249.77134457
229,MenACWY,4953.779784334384,4442.13867011149,222101979.72579017
229,MenACWY_MenB,22159.03962378406,4442.13867011149,222084774.4659507
229,MenABCWY,7373.634513017527,4442.13867011149,222099559.87106147
230,MenC,2679.826541730756,4564.867610035289,228240700.67522272
230,MenACWY,5092.021035476834,4564.867610035289,228238288.48072898
230,MenACWY_MenB,22046.87108607319,4564.867610035289,228221333.6306784
230,MenABCWY,7134.286946964173,4564.867610035289,228236246.2148175
231,MenC,2382.998059793979,4581.165323854389,229055883.19465965
231,MenACWY,4962.192728597362,4581.165323854389,229053303.99999082
231,MenACWY_MenB,22830.717096546137,4581.165323854389,229035435.4756229
231,MenABCWY,7079.388327932243,4581.165323854389,229051186.8043915
232,MenC,2545.4458355130046,4486.05394468592,224300151.78846052
232,MenACWY,5126.847424297921,4486.05394468592,224297570.38687173
232,MenACWY_MenB,21313.848998051475,4486.05394468592,224281383.38529798
232,MenABCWY,7183.674961828024,4486.05394468592,224295513.5593342
233,MenC,2563.016884299768,4419.259697275088,220960421.8468701
233,MenACWY,4460.978008676751,4419.259697275088,220958523.8857457
233,MenACWY_MenB,21550.435911867335,4419.259697275088,220941434.42784253
233,MenABCWY,6536.338745684505,4419.259697275088,220956448.5250087
234,MenC,2577.039393491447,4455.912500059986,222793047.96360582
234,MenACWY,5174.528775468048,4455.912500059986,222790450.47422385
234,MenACWY_MenB,21380.01427933309,4455.912500059986,222774244.98871997
234,MenABCWY,6542.572704236793,4455.912500059986,222789082.43029508
235,MenC,2441.3768892736853,4554.906445634588,227742880.9048401
235,MenACWY,5360.394466506973,4554.906445634588,227739961.88726288
235,MenACWY_MenB,21127.03057554356,4554.906445634588,227724195.25115386
235,MenABCWY,7323.675338585505,4554.906445634588,227737998.6063908
236,MenC,2508.0335220515585,4377.456177333394,218870300.83314767
236,MenACWY,5328.440393772853,4377.456177333394,218867480.42627594
236,MenACWY_MenB,20159.952612450223,4377.456177333394,218852648.91405725
236,MenABCWY,6917.867926358084,4377.456177333394,218865890.99874336
237,MenC,2457.013885179166,4273.8731424526495,213691200.1087473
237,MenACWY,5401.770311270412,4273.8731424526495,213688255.3523212
237,MenACWY_MenB,18809.307830832597,4273.8731424526495,213674847.81480163
237,MenABCWY,6819.08690257149,4273.8731424526495,213686838.03572991
238,MenC,2544.5709015942107,3971.701516943929,198582531.27629486
238,MenACWY,5437.254335552555,3971.701516943929,198579638.5928609
238,MenACWY_MenB,19979.549812622998,3971.701516943929,198565096.29738384
238,MenABCWY,6878.547630818992,3971.701516943929,198578197.29956564
239,MenC,2678.508607296054,3427.470171116005,171370830.04719296
239,MenACWY,5392.717498720191,3427.470171116005,171368115.83830154
239,MenACWY_MenB,19747.07570312389,3427.470171116005,171353761.48009714
239,MenABCWY,7144.059748244245,3427.470171116005,171366364.49605203
240,MenC,2617.656977248635,3996.256349823442,199810199.83419487
240,MenACWY,4913.298016446334,3996.256349823442,199807904.19315565
240,MenACWY_MenB,19445.66813555883,3996.256349823442,199793371.82303655
240,MenABCWY,7086.208329704826,3996.256349823442,199805731.2828424
241,MenC,2567.242700197249,4193.893381884185,209692101.85150906
241,MenACWY,4641.455154911614,4193.893381884185,209690027.63905433
241,MenACWY_MenB,21721.89323906931,4193.893381884185,209672947.20097017
241,MenABCWY,7535.772550619811,4193.893381884185,209687133.32165864
242,MenC,2247.8568815989597,4516.112340790485,225803369.18264267
242,MenACWY,4745.234048870032,4516.112340790485,225800871.80547538
242,MenACWY_MenB,18091.36955560701,4516.112340790485,225787525.66996866
242,MenABCWY,6544.9952000260055,4516.112340790485,225799072.04432422
243,MenC,2333.232191966335,3760.1028493096587,188002809.23329097
243,MenACWY,5090.289268851272,3760.1028493096587,188000052.1762141
243,MenACWY_MenB,19592.385469082143,3760.1028493096587,187985550.08001387
243,MenABCWY,7206.00729152938,3760.1028493096587,187997936.45819142
244,MenC,2761.661685785375,4224.719491896113,211233212.93311986
244,MenACWY,5337.806839640767,4224.719491896113,211230636.787966
244,MenACWY_MenB,22115.383462907186,4224.719491896113,211213859.21134275
244,MenABCWY,6538.061039126331,4224.719491896113,211229436.53376654
245,MenC,2637.4061548508635,4505.38710886151,225266718.03692064
245,MenACWY,5371.314828906208,4505.38710886151,225263984.12824658
245,MenACWY_MenB,17627.563031136826,4505.38710886151,225251727.88004434
245,MenABCWY,7416.725198747983,4505.38710886151,225261938.71787673
246,MenC,2578.576765801255,3490.919346168694,174543388.7316689
246,MenACWY,5375.917309484704,3490.919346168694,174540591.3911252
246,MenACWY_MenB,21417.383647239967,3490.919346168694,174524549.92478746
246,MenABCWY,7106.7888927386975,3490.919346168694,174538860.51954195
247,MenC,2221.6846819447346,4469.949639038623,223495260.2672492
247,MenACWY,5177.970258262441,4469.949639038623,223492303.98167288
247,MenACWY_MenB,17412.78481885709,4469.949639038623,223480069.1671123
247,MenABCWY,7246.719973967131,4469.949639038623,223490235.23195717
248,MenC,2535.5158425124964,4110.646265338508,205529777.75108287
248,MenACWY,5158.590215525823,4110.646265338508,205527154.67670986
248,MenACWY_MenB,21814.827448002474,4110.646265338508,205510498.43947738
248,MenABCWY,6979.726675254296,4110.646265338508,205525333.54025015
249,MenC,2322.665854007141,4540.239369488063,227009645.80854914
249,MenACWY,5313.113608774604,4540.239369488063,227006655.36079437
249,MenACWY_MenB,20868.48412643796,4540.239369488063,226991099.9902767
249,MenABCWY,6887.749783838427,4540.239369488063,227005080.7246193
250,MenC,2434.6879606095094,4395.988622847002,219796996.4543895
250,MenACWY,5185.40570800268,4395.988622847002,219794245.7366421
250,MenACWY_MenB,22735.464599485396,4395.988622847002,219776695.67775062
250,MenABCWY,6571.8503962339355,4395.988622847002,219792859.29195386
251,MenC,2571.350077665017,3902.0597012963713,195100413.7147409
251,MenACWY,5435.533223627757,3902.0597012963713,195097549.53159493
251,MenACWY_MenB,23209.670891458685,3902.0597012963713,195079775.3939271
251,MenABCWY,6505.227767915133,3902.0597012963713,195096479.83705065
252,MenC,2597.4337026743974,4356.078076094738,217801306.37103423
252,MenACWY,4835.983706392606,4356.078076094738,217799067.82103053
252,MenACWY_MenB,20988.30109459465,4356.078076094738,217782915.50364232
252,MenABCWY,6371.95001839146,4356.078076094738,217797531.8547185
253,MenC,2396.031281725452,4597.845872313637,229889897.58440012
253,MenACWY,5080.505337688689,4597.845872313637,229887213.11034417
253,MenACWY_MenB,23222.79695060937,4597.845872313637,229869070.81873125
253,MenABCWY,6877.563657368995,4597.845872313637,229885416.05202448
254,MenC,2576.706069865485,4271.304657070691,213562656.1474647
254,MenACWY,4724.965803667275,4271.304657070691,213560507.8877309
254,MenACWY_MenB,20724.10113023836,4271.304657070691,213544508.7524043
254,MenABCWY,7216.354725382863,4271.304657070691,213558016.49880916
255,MenC,2465.4900730862237,4465.983157421028,223296692.38097835
255,MenACWY,4947.752878226439,4465.983157421028,223294210.1181732
255,MenACWY_MenB,18505.66450711793,4465.983157421028,223280652.2065443
255,MenABCWY,7070.433081481577,4465.983157421028,223292087.43796995
256,MenC,2736.2497027746635,4607.356129622212,230365070.23140785
256,MenACWY,5302.7833762502905,4607.356129622212,230362503.6977344
256,MenACWY_MenB,21544.441263278655,4607.356129622212,230346262.03984734
256,MenABCWY,7313.132819958002,4607.356129622212,230360493.34829068
257,MenC,2415.3560131078584,4477.382474515205,223866708.36974713
257,MenACWY,5600.196726753232,4477.382474515205,223863523.5290335
257,MenACWY_MenB,21493.45409475233,4477.382474515205,223847630.2716655
257,MenABCWY,6874.46296609386,4477.382474515205,223862249.26279417
258,MenC,2493.078920743605,4520.331016336602,226014057.73790935
258,MenACWY,5071.824035411872,4520.331016336602,226011478.9927947
258,MenACWY_MenB,20666.49368274559,4520.331016336602,225995884.32314736
258,MenABCWY,7254.800885300534,4520.331016336602,226009296.0159448
259,MenC,2459.726062668048,4332.327113834777,216613895.96567622
259,MenACWY,5274.665459801048,4332.327113834777,216611081.02627906
259,MenACWY_MenB,22493.324471835695,4332.327113834777,216593862.36726704
259,MenABCWY,6919.239969259458,4332.327113834777,216609436.45176962
260,MenC,2519.1835857591004,4267.893913996935,213392176.516261
260,MenACWY,4825.711083272619,4267.893913996935,213389869.9887635
260,MenACWY_MenB,21686.40225139623,4267.893913996935,213373009.29759538
260,MenABCWY,6601.662105848492,4267.893913996935,213388094.03774092
261,MenC,47931.53477955819,4406.129391958646,220258538.06315276
261,MenACWY,50375.362418166435,4406.129391958646,220256094.23551413
261,MenACWY_MenB,65349.71824203502,4406.129391958646,220241119.87969026
261,MenABCWY,52694.60616337692,4406.129391958646,220253774.99176893
262,MenC,2300.9636781635786,4373.926982035343,218694048.138089
262,MenACWY,5506.553795253234,4373.926982035343,218690842.5479719
262,MenACWY_MenB,23312.86842535786,4373.926982035343,218673036.23334178
262,MenABCWY,7088.828848565501,4373.926982035343,218689260.27291858
263,MenC,2676.373740953973,4286.373114025392,214315979.32752866
263,MenACWY,5277.473985255922,4286.373114025392,214313378.22728434
263,MenACWY_MenB,19744.205748734406,4286.373114025392,214298911.49552086
263,MenABCWY,6968.901617637576,4286.373114025392,214311686.79965195
264,MenC,2667.5274389995034,4463.967674146885,223195716.17990524
264,MenACWY,4970.205869877632,4463.967674146885,223193413.50147435
264,MenACWY_MenB,20828.18882300048,4463.967674146885,223177555.51852122
264,MenABCWY,7166.563796269236,4463.967674146885,223191217.14354795
265,MenC,2500.428299170104,4375.06028357688,218750513.75054482
265,MenACWY,5283.904672568342,4375.06028357688,218747730.2741714
265,MenACWY_MenB,22616.78170266868,4375.06028357688,218730397.3971413
265,MenABCWY,6710.101975749174,4375.06028357688,218746304.07686824
266,MenC,2395.950192640866,4455.5749891920495,222776353.50940984
266,MenACWY,5599.223015601038,4455.5749891920495,222773150.23658687
266,MenACWY_MenB,21151.550047511064,4455.5749891920495,222757597.90955496
266,MenABCWY,6441.162585447276,4455.5749891920495,222772308.29701704
267,MenC,2655.4113280603165,4486.389057395329,224316797.45843837
267,MenACWY,4780.758557463657,4486.389057395329,224314672.11120895
267,MenACWY_MenB,20709.530676862872,4486.389057395329,224298743.33908954
267,MenABCWY,6816.666065892999,4486.389057395329,224312636.2037005
268,MenC,2386.0061488653364,4331.15912229747,216555570.10872465
268,MenACWY,5392.325478146839,4331.15912229747,216552563.7893954
268,MenACWY_MenB,20962.140011971755,4331.15912229747,216536993.97486156
268,MenABCWY,7504.957635810451,4331.15912229747,216550451.1572377
269,MenC,2292.426426778482,4225.605461165215,211277980.631834
269,MenACWY,5540.428113044821,4225.605461165215,211274732.63014773
269,MenACWY_MenB,21310.229857003178,4225.605461165215,211258962.82840377
269,MenABCWY,7349.597195779885,4225.605461165215,211272923.461065
270,MenC,2467.1421875459987,4294.667813238079,214730923.51971644
270,MenACWY,4734.886949796715,4294.667813238079,214728655.77495417
270,MenACWY_MenB,21637.439043947594,4294.667813238079,214711753.22286004
270,MenABCWY,7214.782816320093,4294.667813238079,214726175.87908766
271,MenC,2277.2605231951006,4419.66823739962,220981134.6094578
271,MenACWY,4725.621507251149,4419.66823739962,220978686.24847373
271,MenACWY_MenB,20942.858958037898,4419.66823739962,220962469.01102296
271,MenABCWY,6857.156252820929,4419.66823739962,220976554.71372816
272,MenC,2607.3304753672624,4484.124365799372,224203610.95949322
272,MenACWY,5408.072498563671,4484.124365799372,224200810.21747002
272,MenACWY_MenB,21302.607365002994,4484.124365799372,224184915.68260357
272,MenABCWY,6956.961424013403,4484.124365799372,224199261.32854456
273,MenC,2618.0947812462855,4326.822452230875,216338504.5167625
273,MenACWY,5026.044886405054,4326.822452230875,216336096.56665733
273,MenACWY_MenB,19902.804326665784,4326.822452230875,216321219.8072171
273,MenABCWY,7338.41411923726,4326.822452230875,216333784.1974245
274,MenC,2621.5751209092587,4356.54880532296,217824818.6910271
274,MenACWY,5193.575355877886,4356.54880532296,217822246.6907921
274,MenACWY_MenB,20537.00702640081,4356.54880532296,217806903.2591216
274,MenABCWY,6900.529248436522,4356.54880532296,217820539.73689955
275,MenC,2652.6007274704302,4392.488871447379,219621790.97164148
275,MenACWY,5109.519149523851,4392.488871447379,219619334.05321944
275,MenACWY_MenB,21345.17282187064,4392.488871447379,219603098.39954707
275,MenABCWY,6853.330839280298,4392.488871447379,219617590.24152967
276,MenC,2688.6254556657154,4114.895137787909,205742068.2639398
276,MenACWY,5521.344795416503,4114.895137787909,205739235.54460007
276,MenACWY_MenB,20466.364112062733,4114.895137787909,205724290.52528343
276,MenABCWY,6750.219456772167,4114.895137787909,205738006.6699387
277,MenC,2403.3365951615324,4534.811860656482,226738189.69622895
277,MenACWY,4950.368350971007,4534.811860656482,226735642.66447312
277,MenACWY_MenB,21259.086372090987,4534.811860656482,226719333.94645202
277,MenABCWY,7274.653994555649,4534.811860656482,226733318.37882954
278,MenC,2655.7772931359964,4520.776736008233,226036181.0231185
278,MenACWY,5054.647740369161,4520.776736008233,226033782.15267128
278,MenACWY_MenB,23060.056140494544,4520.776736008233,226015776.74427116
278,MenABCWY,7196.736258510403,4520.776736008233,226031640.06415313
279,MenC,2502.056885179589,4099.952883730282,204995142.12962893
279,MenACWY,5401.05908816783,4099.952883730282,204992243.12742594
279,MenACWY_MenB,19242.236068501843,4099.952883730282,204978401.95044562
279,MenABCWY,6629.1714738545525,4099.952883730282,204991015.01504025
280,MenC,2435.7273367761923,3023.844556513571,151189792.0983418
280,MenACWY,5128.171195667654,3023.844556513571,151187099.6544829
280,MenACWY_MenB,19544.451509878974,3023.844556513571,151172683.37416866
280,MenABCWY,6579.519330138758,3023.844556513571,151185648.3063484
281,MenC,2613.6141340269496,3979.4729636598745,198971034.5688597
281,MenACWY,4850.979111589383,3979.4729636598745,198968797.20388213
281,MenACWY_MenB,20393.94776449822,3979.4729636598745,198953254.23522922
281,MenABCWY,7210.402595780899,3979.4729636598745,198966437.78039792
282,MenC,2708.0325142339407,4365.1840269886725,218256493.3169194
282,MenACWY,5510.935838559881,4365.1840269886725,218253690.41359508
282,MenACWY_MenB,21916.87845387114,4365.1840269886725,218237284.47097975
282,MenABCWY,7154.745144963896,4365.1840269886725,218252046.60428867
283,MenC,2424.6276035741644,4039.4597837330302,201970564.55904794
283,MenACWY,5567.873618734403,4039.4597837330302,201967421.31303278
283,MenACWY_MenB,23203.025988123973,4039.4597837330302,201949786.16066337
283,MenABCWY,7110.298936304494,4039.4597837330302,201965878.8877152
284,MenC,2576.255828966657,4213.572921575255,210676069.8229338
284,MenACWY,4911.66796454972,4213.572921575255,210673734.41079822
284,MenACWY_MenB,20144.35202644496,4213.572921575255,210658501.72673634
284,MenABCWY,7233.033696704522,4213.572921575255,210671413.04506606
285,MenC,2545.0048173620107,4260.6792490793105,213031417.44914815
285,MenACWY,5378.118628709322,4260.6792490793105,213028584.3353368
285,MenACWY_MenB,19722.504647740974,4260.6792490793105,213014239.94931778
285,MenABCWY,6317.273260836474,4260.6792490793105,213027645.18070468
286,MenC,2564.4364003927835,4423.281658469127,221161518.487056
286,MenACWY,5124.182306473577,4423.281658469127,221158958.7411499
286,MenACWY_MenB,20302.656065496085,4423.281658469127,221143780.26739088
286,MenABCWY,7129.444417761617,4423.281658469127,221156953.4790386
287,MenC,2618.626937585846,4335.269392330384,216760850.9895816
