sim,Strategy,Cost,QALYs,NMB
24,MenABCWY,7454.678628822254,4271.786363482085,213581863.4954754
25,MenC,2393.732658669652,4393.818930982166,219688552.81644964
25,MenACWY,4754.810757379542,4393.818930982166,219686191.73835096
25,MenACWY_MenB,21566.194020808656,4393.818930982166,219669380.35508752
25,MenABCWY,7290.30185194248,4393.818930982166,219683656.2472564
26,MenC,2302.9278382540147,4521.092487947414,226052321.46953243
26,MenACWY,5355.848382850858,4521.092487947414,226049268.54898784
26,MenACWY_MenB,19770.983294883503,4521.092487947414,226034853.41407582
26,MenABCWY,7159.832396803795,4521.092487947414,226047464.5649739
27,MenC,2691.9128233632937,4544.9903793149115,227246827.05292222
27,MenACWY,5362.938850535753,4544.9903793149115,227244156.02689505
27,MenACWY_MenB,20860.74780078407,4544.9903793149115,227228658.21794477
27,MenABCWY,6641.769793290524,4544.9903793149115,227242877.19595227
28,MenC,2434.216530183996,4464.2150611602865,223208318.84148416
28,MenACWY,5252.3541488435985,4464.2150611602865,223205500.7038655
28,MenACWY_MenB,19718.979436035715,4464.2150611602865,223191034.0785783
28,MenABCWY,6587.267073263165,4464.2150611602865,223204165.79094106
29,MenC,2638.580288096341,4340.891499536307,217041936.39652726
29,MenACWY,4779.497004022896,4340.891499536307,217039795.4798113
29,MenACWY_MenB,20821.49785633016,4340.891499536307,217023753.47895902
29,MenABCWY,7298.388164304052,4340.891499536307,217037276.58865103
30,MenC,2369.264842291247,4597.669546940595,229881108.08218744
30,MenACWY,5123.2795351244695,4597.669546940595,229878354.06749463
30,MenACWY_MenB,21074.920985121917,4597.669546940595,229862402.4260446
30,MenABCWY,7095.735893570712,4597.669546940595,229876381.61113617
31,MenC,2603.977184510886,4370.647073899106,218529749.71777079
31,MenACWY,5250.161465961935,4370.647073899106,218527103.53348932
31,MenACWY_MenB,24531.363924192912,4370.647073899106,218507822.33103108
31,MenABCWY,7175.885870846605,4370.647073899106,218525177.80908445
32,MenC,2545.518064765234,4463.048364450319,223149872.7044512
32,MenACWY,5067.817462278177,4463.048364450319,223147350.4050537
32,MenACWY_MenB,21064.70361873637,4463.048364450319,223131353.51889724
32,MenABCWY,7128.073883922937,4463.048364450319,223145290.14863205
33,MenC,2460.745887518539,4344.916782857117,217243378.39696833
33,MenACWY,4683.118876310025,4344.916782857117,217241156.02397954
33,MenACWY_MenB,19987.35189108631,4344.916782857117,217225851.79096475
33,MenABCWY,7314.1688532258595,4344.916782857117,217238524.97400263
34,MenC,2680.166576243341,4560.58189321922,228026414.49438474
34,MenACWY,4743.321610063916,4560.58189321922,228024351.3393509
34,MenACWY_MenB,20641.803114478345,4560.58189321922,228008452.8578465
34,MenABCWY,7316.820747372019,4560.58189321922,228021777.8402136
35,MenC,2516.051777329577,4190.351019222558,209515034.90935054
35,MenACWY,5219.443675935236,4190.351019222558,209512331.51745194
35,MenACWY_MenB,22760.176457307458,4190.351019222558,209494790.78467056
35,MenABCWY,6291.593960098203,4190.351019222558,209511259.36716777
36,MenC,2378.9669627576686,4074.047455020353,203699993.7840549
36,MenACWY,5507.974315725136,4074.047455020353,203696864.77670193
36,MenACWY_MenB,21001.565548788814,4074.047455020353,203681371.18546888
36,MenABCWY,7063.350441399615,4074.047455020353,203695309.40057626
37,MenC,2664.254742822478,3936.2279691972667,196808734.2051205
37,MenACWY,4927.914674799008,3936.2279691972667,196806470.54518855
37,MenACWY_MenB,22412.137321469316,3936.2279691972667,196788986.32254186
37,MenABCWY,7193.959452313228,3936.2279691972667,196804204.50041103
38,MenC,112439.16264669255,4387.812161219625,219278168.89833456
38,MenACWY,115340.49361743414,4387.812161219625,219275267.5673638
38,MenACWY_MenB,130972.6552713804,4387.812161219625,219259635.40570986
38,MenABCWY,117037.5605389619,4387.812161219625,219273570.5004423
39,MenC,2544.5683836750854,4277.102105632462,213852560.71323943
39,MenACWY,4836.504332707907,4277.102105632462,213850268.77729037
39,MenACWY_MenB,17674.410599577903,4277.102105632462,213837430.8710235
39,MenABCWY,6841.54653662649,4277.102105632462,213848263.73508647
40,MenC,2667.0305501494086,4232.530180479905,211623841.99344507
40,MenACWY,5021.126497409251,4232.530180479905,211621487.8974978
40,MenACWY_MenB,19826.547935086863,4232.530180479905,211606682.47606012
40,MenABCWY,6579.1392480403165,4232.530180479905,211619929.88474718
41,MenC,2572.8431931818945,4450.348750619184,222514864.68776605
41,MenACWY,5328.345492271629,4450.348750619184,222512109.18546695
41,MenACWY_MenB,18909.451614664697,4450.348750619184,222498528.07934454
41,MenABCWY,6865.79456021578,4450.348750619184,222510571.736399
42,MenC,2568.7547193486926,4614.050934899827,230699977.990272
42,MenACWY,5114.135686524454,4614.050934899827,230697432.60930482
42,MenACWY_MenB,18760.001814720574,4614.050934899827,230683786.7431766
42,MenABCWY,6682.096695518711,4614.050934899827,230695864.64829582
43,MenC,2576.534456973102,4313.32231279693,215663539.10538957
43,MenACWY,5427.036079409855,4313.32231279693,215660688.60376713
43,MenACWY_MenB,20552.408646698415,4313.32231279693,215645563.23119983
43,MenABCWY,6620.348905327415,4313.32231279693,215659495.2909412
44,MenC,2648.2324810570576,4433.983877105601,221696545.62279898
44,MenACWY,5031.695457254719,4433.983877105601,221694162.1598228
44,MenACWY_MenB,20863.01961572781,4433.983877105601,221678330.8356643
44,MenABCWY,6004.674660377015,4433.983877105601,221693189.18061966
45,MenC,2635.4875977531224,4257.250438908458,212859886.45782512
45,MenACWY,4604.186350858062,4257.250438908458,212857917.75907204
45,MenACWY_MenB,20285.686864334308,4257.250438908458,212842236.25855854
45,MenABCWY,7011.716374678412,4257.250438908458,212855510.22904822
46,MenC,2386.507550380063,3481.772788958857,174086252.94039246
46,MenACWY,5113.937174594725,3481.772788958857,174083525.51076826
46,MenACWY_MenB,23378.050245401166,3481.772788958857,174065261.39769745
46,MenABCWY,7028.717586650184,3481.772788958857,174081610.73035622
47,MenC,2503.9622801770543,4237.558318359076,211875411.95567364
47,MenACWY,4886.73584284799,4237.558318359076,211873029.18211097
47,MenACWY_MenB,22504.16073627087,4237.558318359076,211855411.75721756
47,MenABCWY,7081.386936192772,4237.558318359076,211870834.53101763
48,MenC,2509.3335939009435,3866.344486984824,193314715.0156473
48,MenACWY,5443.198537060698,3866.344486984824,193311781.15070415
48,MenACWY_MenB,19667.11287034552,3866.344486984824,193297557.23637086
48,MenABCWY,6797.316734910552,3866.344486984824,193310427.0325063
49,MenC,2425.152593433347,4201.116034628829,210053376.578848
49,MenACWY,5231.0247628571715,4201.116034628829,210050570.70667857
49,MenACWY_MenB,20395.80345124115,4201.116034628829,210035405.9279902
49,MenABCWY,7270.706431691559,4201.116034628829,210048531.02500975
50,MenC,2432.491372445776,4433.734707288884,221684302.8730718
50,MenACWY,5288.394616348598,4433.734707288884,221681446.9698279
50,MenACWY_MenB,20780.123504561318,4433.734707288884,221665955.24093968
50,MenABCWY,7222.639058086304,4433.734707288884,221679512.72538614
51,MenC,2505.790835851596,4233.521436427011,211673566.03051472
51,MenACWY,5376.385072449534,4233.521436427011,211670695.43627813
51,MenACWY_MenB,18495.001780303875,4233.521436427011,211657576.81957027
51,MenABCWY,7381.09134260212,4233.521436427011,211668690.73000798
52,MenC,2403.2456061341027,4511.581736026683,225576683.55572802
52,MenACWY,5193.365283727439,4511.581736026683,225573893.43605042
52,MenACWY_MenB,21163.776372439035,4511.581736026683,225557923.0249617
52,MenABCWY,6445.229784803501,4511.581736026683,225572641.57154933
53,MenC,2490.482879402982,3617.62482271989,180878750.6531151
53,MenACWY,5338.870065704539,3617.62482271989,180875902.26592878
53,MenACWY_MenB,21483.50260086621,3617.62482271989,180859757.63339362
53,MenABCWY,7394.440637733684,3617.62482271989,180873846.69535676
54,MenC,2074.0227040643845,3837.6300348340246,191879427.71899718
54,MenACWY,5170.5413487485075,3837.6300348340246,191876331.2003525
54,MenACWY_MenB,21335.533580644897,3837.6300348340246,191860166.2081206
54,MenABCWY,6540.759482812885,3837.6300348340246,191874960.98221844
55,MenC,2360.0922870876084,4591.238981196054,229559588.9675156
55,MenACWY,5145.778016171029,4591.238981196054,229556803.2817865
55,MenACWY_MenB,19132.273285740364,4591.238981196054,229542816.78651693
55,MenABCWY,7170.601901743274,4591.238981196054,229554778.45790094
56,MenC,2429.717338483498,4146.800856776357,207337613.1214794
56,MenACWY,5528.593961986772,4146.800856776357,207334514.24485588
56,MenACWY_MenB,20163.555551352063,4146.800856776357,207319879.2832665
56,MenABCWY,6532.53393313951,4146.800856776357,207333510.30488473
57,MenC,2583.751451221267,4109.215217371777,205458177.1171376
57,MenACWY,5163.5227072511825,4109.215217371777,205455597.34588158
57,MenACWY_MenB,18905.451191989134,4109.215217371777,205441855.41739684
57,MenABCWY,6857.162365112847,4109.215217371777,205453903.70622373
58,MenC,2201.2161469272073,4349.471087886503,217471353.17817822
58,MenACWY,4935.037749234759,4349.471087886503,217468619.3565759
58,MenACWY_MenB,19322.624068877525,4349.471087886503,217454231.77025625
58,MenABCWY,7532.57683423713,4349.471087886503,217466021.8174909
59,MenC,2677.3860504003087,4260.461260561514,213020385.6420253
59,MenACWY,5259.62156942029,4260.461260561514,213017803.40650627
59,MenACWY_MenB,20481.76537148055,4260.461260561514,213002581.26270422
59,MenABCWY,5369.60573780575,4260.461260561514,213017693.4223379
60,MenC,2259.0942786680193,3914.3912792578603,195717304.86861435
60,MenACWY,5462.733367722849,3914.3912792578603,195714101.2295253
60,MenACWY_MenB,21372.97894038602,3914.3912792578603,195698190.9839526
60,MenABCWY,6455.9156084033275,3914.3912792578603,195713108.0472846
61,MenC,2607.329289646343,4230.418224152999,211518303.8783603
61,MenACWY,4952.857753580538,4230.418224152999,211515958.34989637
61,MenACWY_MenB,22001.11338581371,4230.418224152999,211498910.09426412
61,MenABCWY,6694.798017921186,4230.418224152999,211514216.40963203
62,MenC,2756.7115976846067,4245.279748019196,212261230.6893621
62,MenACWY,5135.804329650286,4245.279748019196,212258851.59663013
62,MenACWY_MenB,19748.391170455066,4245.279748019196,212244239.00978935
62,MenABCWY,7442.538011783301,4245.279748019196,212256544.862948
63,MenC,2472.492775015786,4384.331383071219,219214096.6607859
63,MenACWY,5010.6922942698875,4384.331383071219,219211558.46126667
63,MenACWY_MenB,22656.38356203779,4384.331383071219,219193912.7699989
63,MenABCWY,7346.299786956206,4384.331383071219,219209222.85377398
64,MenC,2506.4562275119897,4266.0317730016495,213299082.19385496
64,MenACWY,5248.874992371659,4266.0317730016495,213296339.7750901
64,MenACWY_MenB,21794.088223296363,4266.0317730016495,213279794.56185916
64,MenABCWY,7162.368057881935,4266.0317730016495,213294426.2820246
65,MenC,2578.2354756652367,4551.43609625655,227569226.57735184
65,MenACWY,5256.443601261138,4551.43609625655,227566548.36922625
65,MenACWY_MenB,20101.402066885494,4551.43609625655,227551703.4107606
65,MenABCWY,7159.992224056478,4551.43609625655,227564644.82060343
66,MenC,2595.7619097995134,4414.070906677803,220700949.57198033
66,MenACWY,5050.176681751489,4414.070906677803,220698495.15720838
66,MenACWY_MenB,18385.21064767277,4414.070906677803,220685160.12324247
66,MenABCWY,6930.848542538444,4414.070906677803,220696614.4853476
67,MenC,2252.1144439624613,4072.519898475062,203623742.80930912
67,MenACWY,4983.24083854704,4072.519898475062,203621011.68291453
67,MenACWY_MenB,18881.235241570907,4072.519898475062,203607113.68851152
67,MenABCWY,7047.647554445987,4072.519898475062,203618947.27619863
68,MenC,2423.281028546517,4349.775056025995,217486329.52027118
68,MenACWY,5600.125442543011,4349.775056025995,217483152.6758572
68,MenACWY_MenB,22530.787209305247,4349.775056025995,217466222.01409042
68,MenABCWY,7014.799235195483,4349.775056025995,217481738.00206453
69,MenC,2501.607903982243,4534.544190104824,226724707.89733723
69,MenACWY,5057.0761080828515,4534.544190104824,226722152.42913315
69,MenACWY_MenB,21472.409694001584,4534.544190104824,226705737.0955472
69,MenABCWY,6709.722968165912,4534.544190104824,226720499.78227305
70,MenC,2428.9981444836776,4349.868857956619,217491013.89968646
70,MenACWY,5295.007031483102,4349.868857956619,217488147.89079946
70,MenACWY_MenB,22683.827866860993,4349.868857956619,217470759.06996408
70,MenABCWY,6696.135424114926,4349.868857956619,217486746.76240683
71,MenC,2477.902299574919,4509.434535315117,225469248.86345625
71,MenACWY,5148.480733056689,4509.434535315117,225466578.28502277
71,MenACWY_MenB,20244.250974266306,4509.434535315117,225451482.51478156
71,MenABCWY,7311.027290083773,4509.434535315117,225464415.73846576
72,MenC,2737.779817705508,4473.124250157988,223653474.7280817
72,MenACWY,5374.15272852459,4473.124250157988,223650838.35517088
72,MenACWY_MenB,22461.156202221126,4473.124250157988,223633751.35169718
72,MenABCWY,7301.196998449237,4473.124250157988,223648911.31090096
73,MenC,2455.858614355383,4540.365322006419,227015810.24170658
73,MenACWY,5577.9048894957195,4540.365322006419,227012688.19543144
73,MenACWY_MenB,23674.440795624447,4540.365322006419,226994591.6595253
73,MenABCWY,7431.006828295077,4540.365322006419,227010835.09349263
74,MenC,2474.8181489724834,4326.275194936798,216311284.9286909
74,MenACWY,5443.986690929141,4326.275194936798,216308315.76014894
74,MenACWY_MenB,20128.653893977185,4326.275194936798,216293631.0929459
74,MenABCWY,7186.105247615555,4326.275194936798,216306573.64159226
75,MenC,2540.4831010111743,4498.502548724532,224922586.9531256
75,MenACWY,5442.527651048088,4498.502548724532,224919684.90857556
75,MenACWY_MenB,21518.566788322234,4498.502548724532,224903608.8694383
75,MenABCWY,7040.556912943232,4498.502548724532,224918086.87931368
76,MenC,2572.285678941484,4227.957722059129,211395313.8172775
76,MenACWY,5289.049728347934,4227.957722059129,211392597.0532281
76,MenACWY_MenB,23175.774826499728,4227.957722059129,211374710.32812995
76,MenABCWY,7287.125489846005,4227.957722059129,211390598.97746658
77,MenC,2526.720660684915,4352.55600992849,217625273.77576384
77,MenACWY,5301.652035160274,4352.55600992849,217622498.84438938
77,MenACWY_MenB,20288.12884013209,4352.55600992849,217607512.3675844
77,MenABCWY,7281.51126324491,4352.55600992849,217620518.98516127
78,MenC,2484.564942678792,4344.250123095555,217210021.58983505
78,MenACWY,5077.386579896742,4344.250123095555,217207428.76819783
78,MenACWY_MenB,21137.498193768883,4344.250123095555,217191368.65658396
78,MenABCWY,7454.95139070309,4344.250123095555,217205051.20338702
79,MenC,2687.525766876725,4305.658812641795,215280253.10632285
79,MenACWY,5463.281704649336,4305.658812641795,215277477.35038507
79,MenACWY_MenB,21111.803580910608,4305.658812641795,215261828.82850882
79,MenABCWY,7209.661583065195,4305.658812641795,215275730.97050667
80,MenC,2418.6288004255875,4468.899579222383,223442560.33231872
80,MenACWY,5329.786684786615,4468.899579222383,223439649.17443436
80,MenACWY_MenB,23395.040623944864,4468.899579222383,223421583.9204952
80,MenABCWY,6313.249703205371,4468.899579222383,223438665.71141595
81,MenC,2501.8245998863977,4448.837926716775,222439394.51123884
81,MenACWY,4800.7157168842905,4448.837926716775,222437095.62012184
81,MenACWY_MenB,22324.63149477832,4448.837926716775,222419571.70434394
81,MenABCWY,6276.240886624964,4448.837926716775,222435620.0949521
82,MenC,2568.4385705873337,3772.605678538313,188627715.48834506
82,MenACWY,5526.490489561906,3772.605678538313,188624757.43642607
82,MenACWY_MenB,22374.525279893645,3772.605678538313,188607909.40163577
82,MenABCWY,6669.612450782696,3772.605678538313,188623614.31446487
83,MenC,2192.515013082313,4309.579189386862,215476766.95433003
83,MenACWY,4896.220221248007,4309.579189386862,215474063.24912184
83,MenACWY_MenB,17345.782281157535,4309.579189386862,215461613.68706194
83,MenABCWY,6335.077059478817,4309.579189386862,215472624.39228362
84,MenC,2442.5092008939446,4478.365297783691,223915822.37998363
84,MenACWY,5206.200681877505,4478.365297783691,223913058.68850267
84,MenACWY_MenB,21685.325386512515,4478.365297783691,223896579.563798
84,MenABCWY,7102.253897338555,4478.365297783691,223911162.6352872
85,MenC,2513.23673770877,4251.582504161815,212576611.97135308
85,MenACWY,5163.8030785667215,4251.582504161815,212573961.40501222
85,MenACWY_MenB,19096.560551753235,4251.582504161815,212560028.64753902
85,MenABCWY,7001.0263254329675,4251.582504161815,212572124.18176535
86,MenC,2500.609536200598,4646.2057609234535,232307787.43663648
86,MenACWY,5042.191359071638,4646.2057609234535,232305245.8548136
86,MenACWY_MenB,18708.717993323295,4646.2057609234535,232291579.32817936
86,MenABCWY,6770.678318150972,4646.2057609234535,232303517.36785454
87,MenC,2419.0271101310286,4266.982343868837,213346698.16633174
87,MenACWY,4820.553450310497,4266.982343868837,213344296.63999155
87,MenACWY_MenB,21290.790201896834,4266.982343868837,213327826.40323997
87,MenABCWY,7146.715944650567,4266.982343868837,213341970.47749722
88,MenC,2486.0756566051964,4228.118119576637,211403419.90317523
88,MenACWY,5354.648159164848,4228.118119576637,211400551.33067265
88,MenACWY_MenB,19332.829987120927,4228.118119576637,211386573.14884472
88,MenABCWY,7180.937573247654,4228.118119576637,211398725.04125857
89,MenC,2701.3370044625235,4200.900611242367,210042329.22511387
89,MenACWY,5202.362556468305,4200.900611242367,210039828.19956186
89,MenACWY_MenB,20197.805536482978,4200.900611242367,210024832.75658184
89,MenABCWY,7374.855707511071,4200.900611242367,210037655.70641083
90,MenC,2584.5123653731525,4443.134056206122,222154118.29794073
90,MenACWY,5075.436827870004,4443.134056206122,222151627.37347823
90,MenACWY_MenB,18939.085550227257,4443.134056206122,222137763.72475588
90,MenABCWY,7045.949515497273,4443.134056206122,222149656.8607906
91,MenC,2718.5070045759767,4109.5556011761155,205475061.55180117
91,MenACWY,5478.906237231534,4109.5556011761155,205472301.15256852
91,MenACWY_MenB,22079.478474645683,4109.5556011761155,205455700.58033112
91,MenABCWY,6927.356804896976,4109.5556011761155,205470852.70200086
92,MenC,2238.8849309868037,4243.086933956732,212152107.81290558
92,MenACWY,5214.612083386774,4243.086933956732,212149132.0857532
92,MenACWY_MenB,21702.186756639574,4243.086933956732,212132644.51107994
92,MenABCWY,5652.464508490001,4243.086933956732,212148694.23332807
93,MenC,2488.8551355486175,3703.3940983368616,185167216.06170753
93,MenACWY,5362.869253618646,3703.3940983368616,185164342.04758948
93,MenACWY_MenB,21496.760838243543,3703.3940983368616,185148208.15600485
93,MenABCWY,6735.81708601462,3703.3940983368616,185162969.09975708
94,MenC,2437.373121615671,2870.4021647872178,143517670.86623928
94,MenACWY,4807.254967653557,2870.4021647872178,143515300.98439324
94,MenACWY_MenB,18520.511142635412,2870.4021647872178,143501587.72821826
94,MenABCWY,6553.124390699577,2870.4021647872178,143513555.1149702
95,MenC,2396.395627882572,4601.1010106440335,230052654.1365738
95,MenACWY,5232.387592890187,4601.1010106440335,230049818.1446088
95,MenACWY_MenB,20365.125465019166,4601.1010106440335,230034685.40673667
95,MenABCWY,6969.009210282994,4601.1010106440335,230048081.5229914
96,MenC,2322.3922183067275,4002.9871295910143,200147034.0873324
96,MenACWY,5370.805873848818,4002.9871295910143,200143985.67367688
96,MenACWY_MenB,21464.275022594265,4002.9871295910143,200127892.20452812
96,MenABCWY,7258.204073820892,4002.9871295910143,200142098.2754769
97,MenC,2476.670722842659,4427.138504542187,221354448.5563865
97,MenACWY,4588.591219404075,4427.138504542187,221352336.63588995
97,MenACWY_MenB,19220.771242564522,4427.138504542187,221337704.45586678
97,MenABCWY,6100.009205668793,4427.138504542187,221350825.21790367
98,MenC,2302.7029229057143,3987.411514541536,199368273.0241539
98,MenACWY,4944.659518262305,3987.411514541536,199365631.06755853
98,MenACWY_MenB,19712.452077907983,3987.411514541536,199350863.2749989
98,MenABCWY,6672.403217290778,3987.411514541536,199363903.3238595
99,MenC,2684.078138808879,4369.834160866407,218489023.96518153
99,MenACWY,4981.351224402924,4369.834160866407,218486726.69209594
99,MenACWY_MenB,20206.793763719867,4369.834160866407,218471501.2495566
99,MenABCWY,6406.954196982716,4369.834160866407,218485301.08912334
100,MenC,2469.4328349506122,4203.275615910241,210161311.3626771
100,MenACWY,5683.438272775158,4203.275615910241,210158097.35723928
100,MenACWY_MenB,22254.93135407979,4203.275615910241,210141525.86415797
100,MenABCWY,7175.116624425247,4203.275615910241,210156605.67888764
101,MenC,2471.617166907189,4596.917905518307,229843423.65874842
101,MenACWY,5284.176396695487,4596.917905518307,229840611.09951863
101,MenACWY_MenB,18972.882638031042,4596.917905518307,229826922.3932773
101,MenABCWY,7305.544140186154,4596.917905518307,229838589.73177513
102,MenC,2476.7930684827525,4153.710860325836,207683066.22322333
102,MenACWY,5140.705401457373,4153.710860325836,207680402.31089035
102,MenACWY_MenB,20893.893374042087,4153.710860325836,207664649.12291774
102,MenABCWY,6871.023649694982,4153.710860325836,207678671.9926421
103,MenC,2445.7955496427116,4023.4994577377756,201172527.09133914
103,MenACWY,5042.453344222799,4023.4994577377756,201169930.43354455
103,MenACWY_MenB,20492.75305032589,4023.4994577377756,201154480.13383844
103,MenABCWY,6869.736319019299,4023.4994577377756,201168103.15056977
104,MenC,2470.0165502136715,4487.611696320478,224378114.79947367
104,MenACWY,5544.424286668595,4487.611696320478,224375040.39173722
104,MenACWY_MenB,20620.950301280463,4487.611696320478,224359963.8657226
104,MenABCWY,7122.332699069388,4487.611696320478,224373462.48332483
105,MenC,2435.158073478696,4310.811971604986,215538163.42217582
105,MenACWY,5393.824045604886,4310.811971604986,215535204.7562037
105,MenACWY_MenB,21156.462377088043,4310.811971604986,215519442.1178722
105,MenABCWY,6281.721682286,4310.811971604986,215534316.85856703
106,MenC,2567.241544403321,3882.4500694724416,194119936.2320777
